python clean_data.pyShipment_ID,Order_ID,Ship_Date,Delivery_Date,Origin,Destination,Status,Weight_kg,Cost
SH691170,O322777,8/25/2025,11/21/2023,Cairo,Sydney,delivered,160.43,86.4
SH699697,O711207,7/4/2024,7/10/2024,Berlin,Sydney,Delayed,402.72,638.41
SH655142,O445762,7/28/2025,8/3/2025,New York,Toronto,Delivered,333.97,117.28
SH926948,O127421,9/8/2024,9/28/2025,Berlin,Dubai,Returned,212.32,1718.46
SH161518,O260500,1/11/2024,10/14/2025,London,Dubai,delivered,71.36,705.69
SH731081,O723527,2/9/2024,8/28/2024,Cairo,Sydney,Returned,182.25,1998.77
SH379993,O749093,6/29/2024,9/3/2024,Cairo,Dubai,delivered,424.64,361.31
SH487950,O262647,10/6/2024,6/5/2025,Mumbai,Dubai,Returned,187.98,1417.77
SH285568,O403126,12/16/2023,10/1/2024,Cairo,Los Angeles,Delivered,70.29,1491.46
SH481475,O694494,7/28/2024,4/24/2025,Mumbai,Los Angeles,Delayed,216.86,75.88
SH530463,O785034,10/9/2024,4/2/2025,Cairo,Dubai,Returned,,445.56
SH967699,O974061,10/25/2023,4/7/2024,London,Paris,Delivered,238.84,1887.28
SH562516,O212110,3/28/2025,8/20/2024,Mumbai,Toronto,Returned,54.59,411.99
SH967500,O157525,4/13/2025,12/2/2023,London,Toronto,In Transit,83.35,222.12
SH766018,O503570,1/5/2024,6/12/2024,Cairo,Sydney,Returned,133.92,1196.94
SH723677,O492313,12/18/2024,8/30/2025,Cairo,Dubai,Returned,53.26,1360.24
SH424449,O357797,4/12/2024,3/22/2025,Berlin,Dubai,Delivered,154.94,679.03
SH108700,O312349,8/5/2024,10/18/2025,Berlin,Los Angeles,Returned,81.01,1517.54
SH996862,O916659,3/22/2024,2/28/2024,London,Paris,Returned,424.83,700.64
SH765642,O126995,7/3/2024,3/25/2025,Cairo,Paris,delivered,198.8,1696.64
SH393810,O871822,6/21/2025,6/28/2025,Berlin,Toronto,Returned,348.44,1781.38
SH922929,O508825,10/31/2023,10/6/2025,New York,Los Angeles,Delivered,368.53,1593.35
SH777943,O182735,7/12/2024,7/19/2024,Cairo,Los Angeles,delivered,,1675.32
SH724688,O372110,4/16/2025,1/5/2024,London,Dubai,Delayed,478.3,1219.19
SH267526,O310443,8/16/2024,4/16/2025,Mumbai,Sydney,Returned,204.07,1682.74
SH584629,O400561,4/9/2024,7/29/2025,London,Toronto,Returned,339.71,1543.77
SH766381,O133157,7/8/2024,2/2/2025,Cairo,Los Angeles,delivered,75.71,789.85
SH160398,O138264,2/16/2025,7/3/2024,Mumbai,Sydney,delivered,157.18,456.48
SH948176,O969273,3/17/2024,5/10/2024,Berlin,Sydney,In Transit,423.73,201.38
SH781637,O898654,11/15/2024,8/5/2024,Mumbai,Dubai,Returned,,1970.39
SH951542,O646386,3/27/2025,7/8/2025,Mumbai,Sydney,Delayed,304.31,1318.68
SH520719,O616338,6/18/2025,10/30/2024,Mumbai,Toronto,In Transit,402.66,1006.08
SH511504,O451880,8/27/2025,4/4/2024,New York,Sydney,delivered,474.52,666.49
SH264940,O187132,4/15/2024,3/12/2025,London,Sydney,In Transit,315.75,
SH981119,O626108,4/20/2025,8/15/2024,Cairo,Paris,Delivered,349.77,1657.04
SH208739,O323913,5/7/2024,11/5/2024,Berlin,Sydney,In Transit,275.79,495.86
SH326407,O925441,4/30/2025,7/13/2025,Berlin,Dubai,Returned,203.35,1399.94
SH758586,O155265,6/21/2025,6/25/2025,Cairo,Toronto,Delivered,419.19,443.21
SH284193,O777550,8/8/2025,9/29/2024,Berlin,Paris,In Transit,282.37,1503.18
SH232734,O138918,10/26/2024,3/26/2025,Mumbai,Sydney,Delivered,434.46,311.55
SH646639,O305763,6/16/2025,10/10/2025,Cairo,Los Angeles,delivered,5.6,1605.64
SH128287,O726309,3/16/2025,11/13/2024,Berlin,Dubai,In Transit,308.3,982.53
SH856006,O730446,10/17/2024,10/5/2025,Cairo,Sydney,delivered,14.46,947.09
SH149749,O969212,6/1/2024,10/28/2024,Cairo,Los Angeles,Delivered,394.88,261.62
SH839173,O966684,10/28/2023,5/29/2025,New York,Los Angeles,Delayed,28.34,1001.88
SH983966,O663035,1/2/2025,10/19/2025,New York,Los Angeles,Delayed,251.19,739.35
SH467487,O720053,4/9/2024,5/27/2024,London,Toronto,In Transit,290.41,148.57
SH952272,O381100,10/19/2025,4/28/2025,New York,Los Angeles,Returned,466.96,1082.57
SH847135,O763032,1/6/2025,1/14/2025,London,Los Angeles,Delivered,437.08,1359.64
SH679436,O333863,5/2/2024,2/9/2025,New York,Toronto,delivered,25.55,675.65
SH338769,O204664,7/5/2024,6/4/2025,New York,Dubai,In Transit,21.49,250.5
SH836377,O623017,8/30/2025,3/10/2024,Cairo,Paris,Delivered,128.58,1177.76
SH543667,O948794,5/14/2025,1/20/2024,Mumbai,Sydney,In Transit,114.97,263.95
SH893489,O236467,4/11/2024,5/24/2024,Cairo,Toronto,Delayed,327.11,857.63
SH480057,O619143,4/17/2025,4/27/2025,London,Sydney,Returned,396.93,248.44
SH481459,O798910,12/14/2023,5/12/2024,Mumbai,Dubai,Delayed,27.39,
SH445404,O409812,2/10/2024,4/15/2024,New York,Dubai,Delayed,74.15,952.71
SH498140,O387916,10/31/2024,9/14/2025,New York,Dubai,delivered,490.47,240.82
SH450296,O612327,5/28/2024,12/30/2024,New York,Sydney,Delayed,104.68,541.61
SH875457,O478354,6/14/2025,4/6/2024,Cairo,Sydney,Delivered,412.29,580.98
SH939547,O136353,4/26/2025,9/17/2025,Berlin,Paris,Returned,23.21,1899.79
SH567313,O396916,1/9/2025,1/28/2025,New York,Toronto,In Transit,254.4,1449.1
SH971188,O977730,2/1/2025,3/26/2025,New York,Sydney,In Transit,418.74,1992.64
SH969922,O539479,6/23/2024,7/5/2024,Mumbai,Paris,Delivered,165.55,216.67
SH862670,O681183,7/21/2024,9/15/2024,New York,Dubai,In Transit,439.5,332.09
SH230392,O605549,5/9/2024,8/10/2024,New York,Dubai,In Transit,439.25,181.06
SH663672,O777132,1/16/2024,3/20/2024,London,Toronto,In Transit,104.79,375.24
SH600893,O391994,7/23/2025,8/11/2025,New York,Sydney,Delivered,24.72,1486.43
SH324152,O767388,8/12/2025,8/27/2025,Berlin,Sydney,Delayed,422,1838.98
SH888290,O287032,5/16/2024,4/7/2025,London,Paris,delivered,183.42,1278.78
SH840504,O663443,1/18/2025,9/13/2025,Cairo,Paris,delivered,156.55,1064.26
SH824509,O935632,5/14/2024,8/16/2024,London,Sydney,In Transit,37.19,
SH833447,O290592,5/29/2025,6/8/2025,Cairo,Toronto,Delayed,299.35,280.95
SH556235,O367033,6/18/2024,7/7/2024,Cairo,Toronto,Returned,244.38,32.4
SH679822,O322903,5/20/2024,1/12/2024,Cairo,Sydney,Delayed,275.32,470.05
SH493353,O906556,9/22/2024,4/23/2025,Berlin,Dubai,Delivered,198.1,1325.58
SH104053,O975990,3/26/2024,6/21/2025,London,Dubai,Delayed,377.85,731.9
SH120648,O473798,1/12/2025,5/12/2025,Mumbai,Toronto,Delivered,32.06,1107.9
SH238982,O771924,5/3/2025,5/4/2025,Mumbai,Los Angeles,Returned,80.53,841.72
SH394994,O501028,5/27/2024,6/12/2025,London,Sydney,Delayed,46.32,692.04
SH362872,O936441,11/11/2024,8/30/2025,New York,Dubai,delivered,138.21,1114.27
SH894971,O626708,7/7/2024,12/4/2024,London,Los Angeles,delivered,457.77,1622.94
SH511850,O674344,1/5/2024,12/18/2024,Mumbai,Toronto,In Transit,175.43,1527.64
SH388604,O719078,7/5/2024,7/17/2024,London,Sydney,Returned,498.67,1927.52
SH844352,O515815,8/8/2025,12/24/2023,London,Dubai,Delivered,255.49,1271.96
SH110935,O665705,3/18/2025,3/19/2025,Berlin,Toronto,delivered,173.23,670.14
SH294071,O928321,3/8/2024,1/10/2024,London,Toronto,delivered,355.62,600.38
SH688045,O643653,6/2/2024,1/4/2025,New York,Dubai,Delayed,310.69,1215.94
SH975238,O885686,1/14/2024,3/1/2024,Mumbai,Paris,Returned,84.82,757.99
SH151924,O835381,12/10/2024,12/16/2024,New York,Toronto,Delivered,98.08,300.75
SH845106,O463403,11/15/2024,11/8/2024,London,Los Angeles,Delivered,113.73,937.39
SH561399,O577056,4/28/2025,5/2/2025,Berlin,Dubai,In Transit,316.7,344.63
SH388073,O990927,3/2/2024,6/5/2024,Mumbai,Paris,delivered,,808.74
SH103058,O656645,2/20/2024,8/3/2024,Cairo,Paris,delivered,352.7,1592.98
SH859339,O357640,3/11/2025,1/27/2025,Mumbai,Los Angeles,delivered,64.85,1394.82
SH783158,O551312,8/23/2024,9/1/2024,Berlin,Dubai,In Transit,313.49,785.66
SH850914,O341973,5/31/2024,6/8/2024,London,Sydney,In Transit,103.84,477.02
SH211461,O927895,11/10/2024,7/8/2024,London,Sydney,Returned,324.33,1272.8
SH749213,O507609,2/5/2025,2/12/2025,Berlin,Dubai,Delivered,495.93,32.22
SH637035,O391897,3/8/2024,3/16/2025,Cairo,Los Angeles,delivered,107.62,1592.58
SH965757,O742004,2/9/2024,2/20/2024,Cairo,Sydney,Delayed,,1380.47
SH726294,O563150,10/2/2025,12/29/2024,London,Dubai,In Transit,387.11,
SH365393,O154193,4/20/2024,11/22/2024,Mumbai,Paris,Delivered,285.55,
SH883487,O107664,3/28/2025,4/8/2025,Berlin,Dubai,Delayed,120.07,404.31
SH384536,O397722,8/27/2025,9/4/2025,Mumbai,Toronto,Delayed,378.53,1427.12
SH776138,O252215,5/9/2024,4/15/2024,New York,Sydney,Delayed,86.18,504.6
SH448194,O926097,10/17/2025,8/27/2024,New York,Paris,Delivered,246.18,1986.56
SH107872,O459491,11/13/2024,11/19/2024,London,Sydney,Delayed,462.3,793.63
SH619844,O630071,2/16/2025,11/25/2024,London,Los Angeles,Delayed,140.03,483.59
SH171795,O190354,8/25/2025,9/29/2024,Mumbai,Los Angeles,Delivered,,267.67
SH913015,O327678,12/5/2023,12/20/2023,New York,Paris,In Transit,327.82,
SH341880,O561624,4/26/2025,5/5/2025,Cairo,Toronto,delivered,316.6,1210.75
SH371871,O593736,7/11/2025,8/23/2025,London,Toronto,Returned,233.67,
SH311088,O382911,3/24/2025,10/1/2024,Cairo,Dubai,In Transit,,106.23
SH991911,O598756,9/17/2025,6/22/2025,Cairo,Paris,Delivered,338.88,1189.56
SH669778,O407389,10/27/2024,11/29/2024,Cairo,Sydney,Delayed,147.84,423.45
SH889175,O264686,7/22/2025,7/23/2025,Cairo,Sydney,Delayed,151.41,1680.41
SH171928,O259890,11/18/2023,11/23/2023,New York,Dubai,Returned,196.85,1072.43
SH375581,O486399,3/2/2025,11/12/2024,London,Dubai,Delayed,274.21,937.05
SH685117,O769310,9/1/2024,10/29/2024,Cairo,Sydney,In Transit,253.96,1205.72
SH727243,O728705,3/26/2024,7/5/2025,New York,Los Angeles,In Transit,118.3,220.74
SH495203,O699772,2/6/2024,7/16/2025,Cairo,Toronto,Delayed,336.6,991.64
SH535274,O704862,2/9/2024,12/4/2024,London,Dubai,delivered,158.77,365.23
SH959278,O193027,3/8/2025,6/13/2025,New York,Dubai,Delivered,61.43,657.08
SH392849,O388802,12/16/2023,5/16/2025,Berlin,Toronto,Delayed,196.27,993.36
SH538209,O856010,8/10/2025,5/28/2024,Cairo,Paris,Delivered,341.58,863.06
SH958080,O768155,12/7/2024,3/23/2025,London,Paris,In Transit,,1464.79
SH706659,O644282,3/4/2025,10/28/2023,London,Sydney,delivered,47.98,526.83
SH928023,O766780,2/9/2024,7/9/2024,Berlin,Paris,delivered,142.35,114.05
SH183687,O279631,7/8/2024,8/12/2025,New York,Toronto,Returned,419.02,788.48
SH460871,O279608,7/26/2025,8/25/2024,Berlin,Toronto,Returned,263.32,148.99
SH196789,O137506,6/15/2024,11/7/2023,Berlin,Dubai,In Transit,9.39,762.91
SH571126,O310107,4/17/2024,6/11/2024,London,Paris,In Transit,332.5,
SH584685,O206499,7/11/2025,8/25/2025,London,Dubai,delivered,,1789.59
SH461114,O679762,6/5/2024,1/3/2024,Berlin,Los Angeles,Returned,167.72,1484.22
SH787237,O692890,12/9/2023,12/16/2023,New York,Sydney,Returned,246.93,389.92
SH355307,O973289,2/15/2024,8/20/2024,Mumbai,Paris,Delivered,168.05,1792.32
SH215165,O212061,1/12/2024,5/28/2025,London,Paris,In Transit,137.27,1754.09
SH100246,O264433,6/9/2025,12/3/2024,New York,Paris,Delivered,386.12,756.57
SH415520,O117142,4/25/2024,11/2/2024,Berlin,Sydney,Delayed,442.03,1867.72
SH422497,O541107,12/27/2024,1/7/2025,Berlin,Dubai,Delivered,401,1321.71
SH212034,O775552,10/23/2024,8/27/2025,London,Paris,Delayed,299.39,407.79
SH436913,O738747,6/8/2024,5/18/2025,Mumbai,Dubai,Delivered,9.1,474.52
SH149211,O146420,12/21/2023,10/1/2025,New York,Los Angeles,delivered,20.86,396.91
SH961637,O563301,6/4/2024,6/7/2024,Mumbai,Dubai,delivered,458.7,1710.76
SH983520,O589266,10/14/2025,6/11/2025,London,Paris,Delayed,305.67,669.05
SH838401,O128271,10/20/2024,11/5/2024,Cairo,Paris,delivered,120.29,594.56
SH595743,O546843,2/27/2025,3/3/2025,Mumbai,Dubai,Delivered,312.25,1132.91
SH199413,O598459,12/22/2023,6/22/2024,Mumbai,Dubai,Delivered,478.91,1779.09
SH189530,O290215,1/19/2024,2/6/2025,Cairo,Toronto,Delayed,,327.36
SH578163,O235185,2/6/2024,12/19/2023,Berlin,Los Angeles,Delayed,487.4,1114.35
SH840200,O798360,2/13/2024,3/10/2024,Berlin,Sydney,Returned,363.13,129.21
SH318493,O888530,2/28/2025,5/8/2024,Berlin,Sydney,Returned,441.64,1101.65
SH541852,O464624,10/16/2024,10/31/2024,Cairo,Dubai,delivered,309.86,1378.55
SH412197,O422908,1/3/2025,10/15/2025,Mumbai,Toronto,Returned,394.85,1638.37
SH572210,O926435,1/31/2025,10/10/2024,Berlin,Los Angeles,Delayed,420.52,781
SH440300,O249427,10/31/2023,11/26/2023,Berlin,Los Angeles,Delayed,123.12,
SH641268,O294631,12/25/2023,1/13/2024,New York,Dubai,delivered,176.37,1618.68
SH188504,O357111,6/13/2024,1/25/2025,London,Los Angeles,Returned,481.91,
SH502059,O881274,2/9/2024,8/14/2025,New York,Paris,Returned,52.61,12.4
SH532238,O346802,11/1/2024,2/11/2025,Cairo,Paris,Delivered,480.11,
SH514202,O126145,12/8/2024,12/28/2024,Berlin,Paris,Returned,398.71,268.08
SH531240,O770739,9/8/2025,9/27/2025,London,Sydney,Delivered,436.25,913.18
SH420598,O342370,4/20/2025,4/24/2025,London,Dubai,Returned,62.01,1700.73
SH144347,O651420,9/21/2025,5/15/2024,Cairo,Sydney,Delayed,63.96,644.53
SH870642,O805916,7/28/2024,8/25/2024,Mumbai,Toronto,delivered,365.96,995.26
SH805917,O644630,12/30/2023,12/12/2024,Mumbai,Paris,Delayed,50.68,1340.83
SH618827,O530921,4/10/2025,4/19/2025,London,Toronto,delivered,402.32,309.23
SH634236,O597501,7/10/2025,8/21/2024,New York,Paris,Delivered,75.17,1703.02
SH486789,O769539,2/9/2024,1/19/2024,Mumbai,Dubai,Delivered,38.49,459.18
SH850582,O236562,10/3/2025,5/15/2025,Cairo,Sydney,Delayed,343.68,1320.46
SH922480,O707147,8/15/2024,1/3/2025,New York,Sydney,Delivered,170.79,543.54
SH641752,O370512,12/8/2023,7/1/2024,Cairo,Dubai,In Transit,330.73,26.47
SH202502,O596753,7/13/2025,3/26/2025,London,Sydney,delivered,95.04,1139.33
SH150841,O361067,1/26/2025,7/26/2024,London,Sydney,delivered,,1519.97
SH318473,O464922,4/29/2024,1/29/2024,London,Toronto,Delivered,203.65,1113.1
SH275270,O785185,5/29/2025,6/26/2024,Cairo,Los Angeles,delivered,397.27,1954.02
SH920965,O797524,10/25/2024,11/9/2024,Cairo,Los Angeles,Delivered,432.51,773.6
SH644262,O704387,11/24/2024,1/22/2024,Berlin,Los Angeles,Returned,55.84,
SH335181,O618106,11/26/2024,1/31/2025,London,Toronto,In Transit,156.39,1623.02
SH173250,O589041,1/26/2025,6/22/2024,Berlin,Dubai,Delayed,374.84,842.45
SH573674,O349913,3/2/2025,4/1/2025,Mumbai,Toronto,Delivered,76.9,1883.69
SH559439,O689501,7/13/2025,8/31/2025,Berlin,Paris,Returned,218.12,38.25
SH181726,O493341,1/28/2025,8/23/2025,Mumbai,Toronto,Delayed,396.35,1752.35
SH440606,O302549,10/13/2025,2/19/2025,Cairo,Sydney,Delayed,167.97,1547.35
SH251125,O433252,11/7/2023,1/6/2025,Berlin,Paris,Returned,364.59,1046.93
SH179590,O207193,3/5/2025,7/23/2025,Mumbai,Paris,Delivered,417.74,232.1
SH396818,O894743,6/14/2025,6/25/2025,Cairo,Los Angeles,Delivered,108.2,1631.25
SH908643,O475004,1/25/2025,1/31/2025,London,Sydney,Returned,331.11,1425.75
SH545059,O590570,10/21/2024,6/11/2025,Cairo,Sydney,delivered,493.46,554.6
SH611066,O327152,5/10/2025,5/18/2025,Cairo,Dubai,Returned,141.76,1558.33
SH636369,O631719,11/9/2023,4/15/2025,Berlin,Toronto,Delayed,150.85,945.74
SH114127,O623569,10/23/2023,10/31/2023,Berlin,Los Angeles,Delivered,308.92,
SH484404,O939359,8/20/2025,9/5/2025,New York,Sydney,Delivered,,1832.27
SH473213,O868551,5/31/2025,7/11/2024,Berlin,Sydney,Delivered,226.16,
SH745765,O397239,1/2/2025,4/18/2025,London,Los Angeles,Delayed,369.01,430.62
SH542301,O953795,2/19/2025,3/21/2025,London,Sydney,Returned,11.82,
SH671696,O348763,5/26/2025,7/13/2025,Cairo,Sydney,In Transit,64,1797.24
SH490059,O193640,5/13/2025,8/28/2025,Mumbai,Los Angeles,delivered,206.22,1821.74
SH583161,O918625,5/31/2025,7/18/2025,Mumbai,Toronto,Delivered,431.53,590.94
SH422175,O706939,2/1/2024,12/13/2023,Mumbai,Los Angeles,Delayed,292.19,254.3
SH720307,O297409,6/28/2024,7/14/2024,London,Paris,delivered,345.62,1881.06
SH415343,O443352,6/6/2025,6/23/2025,Mumbai,Los Angeles,In Transit,436.25,1990.83
SH232393,O837784,4/8/2025,4/13/2025,London,Paris,Delivered,492.73,1460.63
SH230618,O647589,6/9/2024,4/14/2025,London,Sydney,Delayed,339.15,
SH561960,O183510,5/9/2024,1/6/2025,Berlin,Los Angeles,Returned,248.31,100.13
SH926960,O847165,2/22/2025,3/3/2025,Cairo,Dubai,delivered,441.59,1006.56
SH882414,O402785,3/22/2025,10/29/2023,Mumbai,Sydney,Delivered,205.21,
SH241552,O338978,1/10/2025,3/31/2024,Berlin,Sydney,In Transit,405.07,586.24
SH129998,O634340,3/9/2024,12/18/2023,London,Toronto,Returned,371.59,861.92
SH278631,O547534,6/21/2025,6/24/2025,Berlin,Paris,Delayed,347.76,593.06
SH869543,O260802,6/16/2025,3/10/2024,Cairo,Los Angeles,Delivered,459.1,314.32
SH631103,O173983,11/1/2023,12/31/2023,Mumbai,Toronto,Returned,72.18,1388.92
SH612855,O937881,4/20/2024,9/19/2025,Berlin,Los Angeles,Delivered,315.16,139.38
SH495997,O646484,6/25/2025,3/7/2025,New York,Toronto,In Transit,298.36,455.06
SH868239,O275991,8/29/2025,9/15/2025,Berlin,Dubai,delivered,115.76,852.72
SH485594,O655880,12/23/2023,1/15/2025,New York,Dubai,In Transit,322.77,141.92
SH408622,O876637,3/8/2025,3/18/2025,Cairo,Sydney,Returned,309.52,228.55
SH433292,O108666,1/28/2025,2/26/2025,Cairo,Los Angeles,delivered,299.56,378.62
SH109719,O857233,12/24/2023,10/8/2024,Berlin,Los Angeles,Delivered,108.21,1008.77
SH921925,O281688,11/4/2023,6/12/2024,Berlin,Los Angeles,Delayed,473.74,1706.71
SH428411,O758797,11/11/2023,12/15/2024,Cairo,Dubai,delivered,477.04,1180.17
SH440626,O471813,3/12/2024,12/19/2023,London,Dubai,Returned,377.53,1292.65
SH160695,O497638,2/10/2025,8/23/2024,Berlin,Paris,delivered,244.06,
SH537233,O847514,11/16/2024,8/27/2025,London,Dubai,Returned,431.62,1050.61
SH720949,O360592,4/25/2025,5/8/2025,Cairo,Toronto,delivered,365.66,1518.15
SH770848,O612513,7/19/2025,2/7/2024,New York,Sydney,Delayed,267.4,1853.91
SH451393,O975786,7/30/2025,9/26/2025,Berlin,Paris,delivered,,1364.42
SH981590,O666949,10/7/2024,10/22/2024,Berlin,Toronto,Delayed,81.56,
SH445630,O376143,6/13/2025,11/24/2024,Mumbai,Paris,Returned,268.61,306.85
SH337202,O232462,5/21/2024,5/23/2025,Mumbai,Dubai,Returned,202.52,1776.52
SH918855,O775391,3/9/2025,11/20/2024,Cairo,Paris,In Transit,126.84,1295.82
SH765778,O802932,10/31/2023,12/15/2024,London,Toronto,delivered,45.83,151.15
SH107295,O986801,10/12/2025,5/12/2025,Berlin,Dubai,In Transit,367.58,142.06
SH758153,O849110,7/4/2025,9/21/2025,New York,Dubai,Delayed,439.15,1326.56
SH709702,O283133,11/6/2024,10/22/2025,Cairo,Sydney,Returned,381.23,
SH748740,O122332,1/5/2024,9/19/2024,Berlin,Sydney,Delivered,,1737.02
SH100420,O713159,4/19/2024,7/27/2024,Mumbai,Dubai,Returned,207.48,1921.34
SH784058,O431875,12/5/2024,10/6/2024,New York,Paris,Delayed,179.98,623.33
SH393895,O887527,12/23/2023,1/11/2025,Mumbai,Toronto,Delayed,438.21,1023.75
SH173128,O826530,9/5/2024,6/12/2025,New York,Dubai,Delayed,119.87,275.44
SH288884,O838958,3/24/2025,4/16/2025,London,Dubai,Delivered,0.73,781.2
SH902422,O174754,7/15/2025,4/7/2025,Berlin,Sydney,Delayed,238.71,1647.06
SH596860,O333589,12/16/2024,12/21/2024,London,Los Angeles,Returned,232.74,429.31
SH866241,O623548,7/22/2025,2/5/2025,Berlin,Toronto,Delivered,376.82,
SH119329,O405623,12/30/2024,1/24/2025,Cairo,Dubai,Returned,368.05,1363.2
SH340590,O611379,12/15/2024,10/13/2024,Berlin,Paris,Delayed,150.61,892.97
SH813119,O317897,12/6/2024,12/10/2024,London,Los Angeles,Returned,,781.84
SH287011,O239413,10/23/2023,2/12/2025,New York,Paris,In Transit,119.17,1667.91
SH968080,O249031,10/15/2024,6/18/2024,Mumbai,Dubai,Returned,317.82,1353.64
SH957651,O370265,5/5/2024,3/17/2025,Mumbai,Los Angeles,delivered,35.38,1711.18
SH392697,O711589,2/20/2025,5/5/2025,London,Los Angeles,Delivered,,515.14
SH476724,O226797,9/23/2024,9/28/2024,London,Dubai,In Transit,20.79,175.41
SH224499,O539170,5/13/2024,7/10/2024,Berlin,Toronto,Delayed,463.04,338.81
SH241646,O690766,4/14/2024,10/5/2025,Mumbai,Los Angeles,Delivered,304.64,185.78
SH330307,O101505,7/29/2024,9/29/2025,Berlin,Toronto,Returned,484.77,1920.42
SH387270,O948956,11/20/2024,5/5/2024,Cairo,Paris,In Transit,461.58,1724.04
SH140040,O112169,11/9/2023,8/15/2025,Berlin,Los Angeles,delivered,277.63,1016.26
SH566958,O409890,2/24/2024,8/19/2025,London,Dubai,In Transit,431.87,918.76
SH248900,O153038,3/22/2025,4/26/2025,Berlin,Dubai,In Transit,298.28,1135.17
SH483616,O568370,5/21/2025,7/26/2025,Berlin,Dubai,Delayed,103.92,1781.39
SH947711,O905355,6/16/2025,7/5/2025,Mumbai,Paris,delivered,341.45,1403.2
SH117637,O185623,6/23/2024,10/30/2024,Mumbai,Paris,In Transit,473.91,297.7
SH805583,O690184,11/2/2023,11/10/2023,Berlin,Paris,Delivered,330.53,1245.51
SH822221,O415058,6/22/2024,1/24/2025,New York,Paris,Delivered,392.8,435.93
SH286932,O454802,2/22/2025,8/1/2024,New York,Los Angeles,Delayed,216.74,605.09
SH225148,O836834,11/2/2024,1/23/2024,Cairo,Sydney,Delayed,35.86,1993.6
SH116994,O223935,5/25/2025,8/15/2025,Berlin,Los Angeles,Returned,497.82,213.35
SH563042,O894559,5/15/2025,10/9/2025,London,Paris,Delayed,174.04,1421.87
SH157158,O604494,6/22/2025,6/24/2025,Berlin,Dubai,Delivered,,1616.59
SH382999,O123167,12/24/2024,1/8/2025,Berlin,Sydney,Delivered,196.78,1306.14
SH287590,O337197,8/21/2025,2/20/2025,London,Paris,Delivered,322.16,243.26
SH531702,O983250,1/4/2024,6/16/2024,Mumbai,Sydney,Delayed,356.55,1203.24
SH664663,O255351,8/30/2024,8/3/2025,New York,Paris,Delivered,1.54,231.07
SH146877,O119806,9/15/2024,1/14/2025,Cairo,Sydney,In Transit,105.31,1808.46
SH334159,O380443,9/2/2024,4/30/2025,Cairo,Paris,Delivered,134.83,1526.49
SH414049,O802129,5/28/2025,6/3/2025,Cairo,Toronto,In Transit,369.79,1654.71
SH699318,O570792,3/21/2025,5/30/2024,Berlin,Toronto,In Transit,135.82,24.93
SH812515,O737025,5/6/2025,8/24/2025,New York,Dubai,Returned,225.19,1753.23
SH287424,O675709,5/18/2024,7/15/2025,Berlin,Paris,Returned,6.99,1691.61
SH606627,O916541,6/16/2024,1/29/2025,Mumbai,Toronto,delivered,71.18,1014.99
SH176503,O652387,1/5/2024,8/13/2025,Berlin,Dubai,In Transit,130.19,1311.02
SH130570,O362595,3/7/2024,10/23/2024,Cairo,Dubai,In Transit,223.11,871.13
SH392766,O861852,3/24/2024,8/8/2024,Berlin,Paris,In Transit,218.6,677.17
SH939754,O174318,9/1/2025,1/1/2024,Berlin,Los Angeles,Delayed,219.28,1723.35
SH507250,O838477,3/8/2024,8/22/2024,New York,Toronto,Delayed,79.04,45.96
SH484281,O828876,10/15/2024,1/29/2025,Berlin,Los Angeles,Delivered,191.04,1250.58
SH149705,O953832,9/1/2025,3/18/2024,London,Toronto,In Transit,227.83,1081.8
SH591452,O331886,10/12/2024,10/29/2024,New York,Paris,Delivered,274.48,1254.08
SH898773,O875142,1/10/2025,6/14/2024,Mumbai,Paris,In Transit,97.91,564.55
SH986271,O992002,8/20/2024,7/2/2024,London,Los Angeles,Delivered,464.71,1103.26
SH209216,O521184,10/9/2025,10/27/2025,Mumbai,Paris,delivered,167.24,1447.97
SH322164,O357770,9/28/2024,10/14/2025,Cairo,Paris,Delayed,398.1,
SH265047,O240687,5/27/2024,11/11/2024,New York,Toronto,Delayed,415.4,1911.95
SH623968,O854582,4/18/2024,5/26/2024,Mumbai,Dubai,Returned,,185.34
SH389869,O660124,5/10/2025,5/25/2025,Cairo,Los Angeles,Delivered,23.36,691.05
SH226657,O580128,3/29/2024,12/28/2023,Berlin,Los Angeles,Delayed,31.84,1323.01
SH980843,O803851,11/10/2024,9/2/2024,Cairo,Paris,delivered,64.45,179.48
SH275683,O289298,10/28/2024,12/8/2023,London,Toronto,Returned,189.47,1867.64
SH142136,O330747,4/1/2024,3/18/2024,Cairo,Toronto,delivered,287.37,29.42
SH158833,O550623,2/11/2025,2/28/2025,New York,Dubai,Returned,362.89,1424.53
SH611810,O847843,7/17/2025,7/18/2025,Cairo,Toronto,In Transit,6.05,165.21
SH553922,O801791,11/27/2024,8/8/2025,London,Dubai,Delayed,,121.13
SH612491,O316867,10/5/2024,5/31/2024,Berlin,Sydney,In Transit,295.31,9.84
SH435700,O786294,3/24/2024,5/1/2025,Mumbai,Dubai,Returned,87.89,1132.47
SH388701,O124352,1/25/2025,7/13/2025,Berlin,Sydney,Delivered,180.72,1529.14
SH615956,O711871,6/13/2024,6/24/2024,Cairo,Toronto,Delayed,311.92,530.83
SH160119,O526851,4/12/2025,10/8/2025,Berlin,Los Angeles,delivered,130.49,1536.64
SH680122,O462877,9/25/2024,4/9/2025,Berlin,Dubai,In Transit,438.03,637.69
