Shipment_ID,Order_ID,Ship_Date,Delivery_Date,Origin,Destination,Status,Weight_kg,Cost,Shipping_Days,Cost_per_kg,Is_Delayed
SH675020,O140740,1/29/2024,2/21/2024,Mumbai,Los Angeles,Returned,254.49,680.64,23,2.674525522,0
SH734749,O306841,8/17/2024,7/13/2025,Berlin,Dubai,Delayed,240.96,1952.53,330,8.10312915,1
SH442780,O787163,5/5/2025,11/28/2023,London,Los Angeles,delivered,420.45,999.395,-524,2.376965156,0
SH439599,O166053,5/6/2025,5/16/2025,Berlin,Sydney,Returned,30.61,945.74,10,30.89643907,0
SH624731,O420033,4/3/2025,8/3/2025,Mumbai,Los Angeles,In Transit,202.4,626.47,122,3.09520751,0
SH593528,O807195,2/10/2025,2/14/2025,New York,Toronto,Delayed,81.58,1385.24,4,16.98014219,1
SH810821,O707696,2/7/2024,9/28/2025,Berlin,Toronto,Returned,348.44,1955.95,599,5.613448513,0
SH659552,O603042,10/5/2025,7/16/2025,London,Toronto,Delayed,80.07,539.48,-81,6.737604596,1
SH743484,O206915,12/8/2024,11/21/2024,Cairo,Toronto,Delivered,250.81,1132.49,-17,4.51533033,0
SH390860,O225234,6/7/2025,6/23/2025,New York,Sydney,In Transit,146.66,99.82,16,0.680621846,0
SH195949,O711003,3/27/2025,4/11/2025,Berlin,Toronto,Delivered,188.69,199.24,15,1.055911813,0
SH575430,O674532,9/22/2025,10/1/2025,Cairo,Sydney,Delayed,208.88,12.6,9,0.060321716,1
SH710191,O853488,8/25/2024,10/26/2023,Berlin,Paris,delivered,5.09,1094.4,-304,215.0098232,0
SH232791,O619986,8/27/2024,9/9/2025,New York,Paris,In Transit,419.84,670.71,378,1.597537157,0
SH903842,O428965,4/26/2025,2/25/2024,Cairo,Paris,In Transit,9.21,182.92,-426,19.86102063,0
SH526999,O534975,3/12/2024,6/9/2024,Cairo,Sydney,Returned,225.36,999.395,89,4.434660099,0
SH192781,O380328,10/16/2025,10/29/2025,London,Paris,delivered,359.47,560.33,13,1.558767074,0
SH322546,O524725,3/20/2024,8/20/2024,Mumbai,Sydney,Delayed,188.91,123.9,153,0.655867874,1
SH933210,O487707,9/18/2025,9/21/2025,Mumbai,Los Angeles,Delivered,429,1680.47,3,3.917179487,0
SH359339,O313300,8/26/2025,7/2/2025,Berlin,Toronto,Delivered,364.24,465.72,-55,1.278607512,0
SH868665,O611904,12/13/2023,1/28/2025,London,Paris,Delivered,319.7,1239.25,412,3.876290272,0
SH348326,O173168,9/24/2025,10/5/2025,Mumbai,Los Angeles,Delivered,277.82,112.94,11,0.406522209,0
SH590833,O879766,10/19/2025,9/12/2024,London,Dubai,In Transit,254.49,1292.88,-402,5.080278203,0
SH273041,O356073,7/10/2025,5/5/2024,Berlin,Sydney,Returned,317.82,684.69,-431,2.154332641,0
SH728877,O924710,10/3/2025,10/21/2025,Cairo,Toronto,delivered,486.6,957.39,18,1.967509248,0
SH150398,O992260,8/30/2025,10/18/2025,London,Los Angeles,delivered,119,94.43,49,0.793529412,0
SH189763,O265117,3/24/2024,1/24/2025,Cairo,Paris,In Transit,25.29,660.46,306,26.11546066,0
SH777740,O542660,11/18/2023,8/20/2025,Mumbai,Sydney,In Transit,75.52,283.59,641,3.755164195,0
SH535559,O432625,5/31/2025,8/7/2024,New York,Paris,Delivered,372.7,619.01,-297,1.660880064,0
SH208244,O212259,11/15/2024,10/6/2025,London,Sydney,Delivered,123.12,1188.64,325,9.654320988,0
SH109831,O244737,1/3/2025,12/3/2023,New York,Dubai,Delivered,411.8,999.395,-397,2.426894123,0
SH763731,O668525,5/5/2024,7/15/2025,Berlin,Los Angeles,delivered,183.69,1497.15,436,8.150416463,0
SH545712,O850003,7/28/2024,8/11/2024,London,Dubai,delivered,192.65,1634.87,14,8.486218531,0
SH671818,O419581,12/31/2024,6/10/2025,Cairo,Dubai,Delayed,480.74,849.38,161,1.766817823,1
SH772943,O345995,3/20/2024,1/9/2025,Berlin,Toronto,Delivered,140.91,1056.69,295,7.499041942,0
SH370288,O389510,5/3/2025,6/24/2025,Cairo,Sydney,Delivered,13.1,871.33,52,66.51374046,0
SH975147,O183893,4/4/2025,8/4/2024,New York,Dubai,In Transit,361.72,569.59,-243,1.574671016,0
SH898251,O941311,12/1/2024,12/15/2024,Berlin,Paris,In Transit,147.36,1992.8,14,13.52334419,0
SH731768,O224500,8/19/2024,5/9/2024,Mumbai,Sydney,delivered,285.15,751.35,-102,2.634928985,0
SH766779,O818531,11/20/2024,5/25/2025,Berlin,Sydney,Returned,274.29,160.46,186,0.585001276,0
SH491029,O668724,3/15/2024,12/21/2024,London,Los Angeles,delivered,187.2,999.395,281,5.338648504,0
SH405996,O670155,12/26/2024,4/5/2025,Mumbai,Paris,Delivered,458.49,1657.95,100,3.616109403,0
SH740902,O165559,1/1/2024,7/14/2025,Cairo,Los Angeles,Delivered,265.53,1608.57,560,6.057959553,0
SH227558,O940625,1/28/2024,10/3/2024,Cairo,Dubai,In Transit,245.66,91.71,249,0.37332085,0
SH513462,O842822,4/15/2025,10/1/2025,New York,Toronto,In Transit,254.49,1254.51,169,4.929506071,0
SH570708,O465382,2/4/2025,7/9/2024,London,Paris,Delayed,83.91,999.395,-210,11.91032058,1
SH630919,O748125,11/11/2024,9/26/2025,Berlin,Paris,delivered,303.78,1416.67,319,4.663473566,0
SH532170,O663626,1/10/2024,6/21/2025,Cairo,Dubai,Returned,141.72,405.95,528,2.86445103,0
SH727454,O946601,9/6/2025,9/29/2025,Mumbai,Dubai,In Transit,269.37,1146.18,23,4.255039537,0
SH328981,O304442,4/18/2024,12/27/2024,London,Dubai,delivered,12.57,1185.94,253,94.3468576,0
SH648126,O502602,8/26/2024,11/9/2023,New York,Dubai,In Transit,128.64,920.62,-291,7.156560945,0
SH878701,O831349,8/8/2024,2/12/2025,London,Toronto,Delayed,32.66,1702.58,188,52.13043478,1
SH100930,O732652,8/1/2025,5/15/2024,Cairo,Paris,Delayed,146.68,633.91,-443,4.321720753,1
SH822129,O186181,8/19/2024,8/28/2024,New York,Los Angeles,Delivered,71.86,296.29,9,4.123156137,0
SH947573,O352273,4/28/2025,10/26/2024,New York,Sydney,In Transit,103.45,1231.35,-184,11.90285162,0
SH171208,O874556,1/9/2024,8/31/2025,New York,Dubai,In Transit,375.88,1904.31,600,5.06627115,0
SH198944,O921090,1/25/2025,2/11/2025,Cairo,Sydney,In Transit,154.02,801.13,17,5.201467342,0
SH564627,O449388,11/12/2023,4/17/2025,New York,Toronto,In Transit,5.17,1297.18,522,250.9052224,0
SH756216,O335088,3/9/2025,8/16/2025,New York,Toronto,Delayed,391.09,1163.42,160,2.974813981,1
SH356468,O669277,4/26/2025,3/25/2024,New York,Dubai,In Transit,498.2,1416.65,-397,2.843536732,0
SH691170,O322777,8/25/2025,11/21/2023,Cairo,Sydney,delivered,160.43,86.4,-643,0.53855264,0
SH699697,O711207,7/4/2024,7/10/2024,Berlin,Sydney,Delayed,402.72,638.41,6,1.585245332,1
SH655142,O445762,7/28/2025,8/3/2025,New York,Toronto,Delivered,333.97,117.28,6,0.351169267,0
SH926948,O127421,9/8/2024,9/28/2025,Berlin,Dubai,Returned,212.32,1718.46,385,8.093726451,0
SH161518,O260500,1/11/2024,10/14/2025,London,Dubai,delivered,71.36,705.69,642,9.889153587,0
SH731081,O723527,2/9/2024,8/28/2024,Cairo,Sydney,Returned,182.25,1998.77,201,10.96718793,0
SH379993,O749093,6/29/2024,9/3/2024,Cairo,Dubai,delivered,424.64,361.31,66,0.850861907,0
SH487950,O262647,10/6/2024,6/5/2025,Mumbai,Dubai,Returned,187.98,1417.77,242,7.542132142,0
SH285568,O403126,12/16/2023,10/1/2024,Cairo,Los Angeles,Delivered,70.29,1491.46,290,21.21866553,0
SH481475,O694494,7/28/2024,4/24/2025,Mumbai,Los Angeles,Delayed,216.86,75.88,270,0.349903163,1
SH530463,O785034,10/9/2024,4/2/2025,Cairo,Dubai,Returned,254.49,445.56,175,1.750795709,0
SH967699,O974061,10/25/2023,4/7/2024,London,Paris,Delivered,238.84,1887.28,165,7.901858985,0
SH562516,O212110,3/28/2025,8/20/2024,Mumbai,Toronto,Returned,54.59,411.99,-220,7.546986628,0
SH967500,O157525,4/13/2025,12/2/2023,London,Toronto,In Transit,83.35,222.12,-498,2.664907019,0
SH766018,O503570,1/5/2024,6/12/2024,Cairo,Sydney,Returned,133.92,1196.94,159,8.937724014,0
SH723677,O492313,12/18/2024,8/30/2025,Cairo,Dubai,Returned,53.26,1360.24,255,25.53961697,0
SH424449,O357797,4/12/2024,3/22/2025,Berlin,Dubai,Delivered,154.94,679.03,344,4.382535175,0
SH108700,O312349,8/5/2024,10/18/2025,Berlin,Los Angeles,Returned,81.01,1517.54,439,18.73274904,0
SH996862,O916659,3/22/2024,2/28/2024,London,Paris,Returned,424.83,700.64,-23,1.649224396,0
SH765642,O126995,7/3/2024,3/25/2025,Cairo,Paris,delivered,198.8,1696.64,265,8.534406439,0
SH393810,O871822,6/21/2025,6/28/2025,Berlin,Toronto,Returned,348.44,1781.38,7,5.112444036,0
SH922929,O508825,10/31/2023,10/6/2025,New York,Los Angeles,Delivered,368.53,1593.35,706,4.323528614,0
SH777943,O182735,7/12/2024,7/19/2024,Cairo,Los Angeles,delivered,254.49,1675.32,7,6.58304845,0
SH724688,O372110,4/16/2025,1/5/2024,London,Dubai,Delayed,478.3,1219.19,-467,2.549006899,1
SH267526,O310443,8/16/2024,4/16/2025,Mumbai,Sydney,Returned,204.07,1682.74,243,8.245896016,0
SH584629,O400561,4/9/2024,7/29/2025,London,Toronto,Returned,339.71,1543.77,476,4.544376085,0
SH766381,O133157,7/8/2024,2/2/2025,Cairo,Los Angeles,delivered,75.71,789.85,209,10.43257165,0
SH160398,O138264,2/16/2025,7/3/2024,Mumbai,Sydney,delivered,157.18,456.48,-228,2.904186283,0
SH948176,O969273,3/17/2024,5/10/2024,Berlin,Sydney,In Transit,423.73,201.38,54,0.475255469,0
SH781637,O898654,11/15/2024,8/5/2024,Mumbai,Dubai,Returned,254.49,1970.39,-102,7.742504617,0
SH951542,O646386,3/27/2025,7/8/2025,Mumbai,Sydney,Delayed,304.31,1318.68,103,4.333344287,1
SH520719,O616338,6/18/2025,10/30/2024,Mumbai,Toronto,In Transit,402.66,1006.08,-231,2.498584414,0
SH511504,O451880,8/27/2025,4/4/2024,New York,Sydney,delivered,474.52,666.49,-510,1.404556183,0
SH264940,O187132,4/15/2024,3/12/2025,London,Sydney,In Transit,315.75,999.395,331,3.165146477,0
SH981119,O626108,4/20/2025,8/15/2024,Cairo,Paris,Delivered,349.77,1657.04,-248,4.737513223,0
SH208739,O323913,5/7/2024,11/5/2024,Berlin,Sydney,In Transit,275.79,495.86,182,1.797962218,0
SH326407,O925441,4/30/2025,7/13/2025,Berlin,Dubai,Returned,203.35,1399.94,74,6.884386526,0
SH758586,O155265,6/21/2025,6/25/2025,Cairo,Toronto,Delivered,419.19,443.21,4,1.057300985,0
SH284193,O777550,8/8/2025,9/29/2024,Berlin,Paris,In Transit,282.37,1503.18,-313,5.323440875,0
SH232734,O138918,10/26/2024,3/26/2025,Mumbai,Sydney,Delivered,434.46,311.55,151,0.717097086,0
SH646639,O305763,6/16/2025,10/10/2025,Cairo,Los Angeles,delivered,5.6,1605.64,116,286.7214286,0
SH128287,O726309,3/16/2025,11/13/2024,Berlin,Dubai,In Transit,308.3,982.53,-123,3.186928317,0
SH856006,O730446,10/17/2024,10/5/2025,Cairo,Sydney,delivered,14.46,947.09,353,65.49723375,0
SH149749,O969212,6/1/2024,10/28/2024,Cairo,Los Angeles,Delivered,394.88,261.62,149,0.662530389,0
SH839173,O966684,10/28/2023,5/29/2025,New York,Los Angeles,Delayed,28.34,1001.88,579,35.35215243,1
SH983966,O663035,1/2/2025,10/19/2025,New York,Los Angeles,Delayed,251.19,739.35,290,2.943389466,1
SH467487,O720053,4/9/2024,5/27/2024,London,Toronto,In Transit,290.41,148.57,48,0.511587067,0
SH952272,O381100,10/19/2025,4/28/2025,New York,Los Angeles,Returned,466.96,1082.57,-174,2.318335618,0
SH847135,O763032,1/6/2025,1/14/2025,London,Los Angeles,Delivered,437.08,1359.64,8,3.110734877,0
SH679436,O333863,5/2/2024,2/9/2025,New York,Toronto,delivered,25.55,675.65,283,26.44422701,0
SH338769,O204664,7/5/2024,6/4/2025,New York,Dubai,In Transit,21.49,250.5,334,11.65658446,0
SH836377,O623017,8/30/2025,3/10/2024,Cairo,Paris,Delivered,128.58,1177.76,-538,9.159744906,0
SH543667,O948794,5/14/2025,1/20/2024,Mumbai,Sydney,In Transit,114.97,263.95,-480,2.2958163,0
SH893489,O236467,4/11/2024,5/24/2024,Cairo,Toronto,Delayed,327.11,857.63,43,2.621839748,1
SH480057,O619143,4/17/2025,4/27/2025,London,Sydney,Returned,396.93,248.44,10,0.625903812,0
SH481459,O798910,12/14/2023,5/12/2024,Mumbai,Dubai,Delayed,27.39,999.395,150,36.48758671,1
SH445404,O409812,2/10/2024,4/15/2024,New York,Dubai,Delayed,74.15,952.71,65,12.84841537,1
SH498140,O387916,10/31/2024,9/14/2025,New York,Dubai,delivered,490.47,240.82,318,0.49099843,0
SH450296,O612327,5/28/2024,12/30/2024,New York,Sydney,Delayed,104.68,541.61,216,5.173958731,1
SH875457,O478354,6/14/2025,4/6/2024,Cairo,Sydney,Delivered,412.29,580.98,-434,1.409153751,0
SH939547,O136353,4/26/2025,9/17/2025,Berlin,Paris,Returned,23.21,1899.79,144,81.85221887,0
SH567313,O396916,1/9/2025,1/28/2025,New York,Toronto,In Transit,254.4,1449.1,19,5.696147799,0
SH971188,O977730,2/1/2025,3/26/2025,New York,Sydney,In Transit,418.74,1992.64,53,4.758656923,0
SH969922,O539479,6/23/2024,7/5/2024,Mumbai,Paris,Delivered,165.55,216.67,12,1.308788886,0
SH862670,O681183,7/21/2024,9/15/2024,New York,Dubai,In Transit,439.5,332.09,56,0.755608646,0
SH230392,O605549,5/9/2024,8/10/2024,New York,Dubai,In Transit,439.25,181.06,93,0.412202618,0
SH663672,O777132,1/16/2024,3/20/2024,London,Toronto,In Transit,104.79,375.24,64,3.580876038,0
SH600893,O391994,7/23/2025,8/11/2025,New York,Sydney,Delivered,24.72,1486.43,19,60.13066343,0
SH324152,O767388,8/12/2025,8/27/2025,Berlin,Sydney,Delayed,422,1838.98,15,4.357772512,1
SH888290,O287032,5/16/2024,4/7/2025,London,Paris,delivered,183.42,1278.78,326,6.971867844,0
SH840504,O663443,1/18/2025,9/13/2025,Cairo,Paris,delivered,156.55,1064.26,238,6.798211434,0
SH824509,O935632,5/14/2024,8/16/2024,London,Sydney,In Transit,37.19,999.395,94,26.87268083,0
SH833447,O290592,5/29/2025,6/8/2025,Cairo,Toronto,Delayed,299.35,280.95,10,0.938533489,1
SH556235,O367033,6/18/2024,7/7/2024,Cairo,Toronto,Returned,244.38,32.4,19,0.132580408,0
SH679822,O322903,5/20/2024,1/12/2024,Cairo,Sydney,Delayed,275.32,470.05,-129,1.707286067,1
SH493353,O906556,9/22/2024,4/23/2025,Berlin,Dubai,Delivered,198.1,1325.58,213,6.691468955,0
SH104053,O975990,3/26/2024,6/21/2025,London,Dubai,Delayed,377.85,731.9,452,1.937012042,1
SH120648,O473798,1/12/2025,5/12/2025,Mumbai,Toronto,Delivered,32.06,1107.9,120,34.55708047,0
SH238982,O771924,5/3/2025,5/4/2025,Mumbai,Los Angeles,Returned,80.53,841.72,1,10.45225382,0
SH394994,O501028,5/27/2024,6/12/2025,London,Sydney,Delayed,46.32,692.04,381,14.94041451,1
SH362872,O936441,11/11/2024,8/30/2025,New York,Dubai,delivered,138.21,1114.27,292,8.062151798,0
SH894971,O626708,7/7/2024,12/4/2024,London,Los Angeles,delivered,457.77,1622.94,150,3.545317518,0
SH511850,O674344,1/5/2024,12/18/2024,Mumbai,Toronto,In Transit,175.43,1527.64,348,8.707974691,0
SH388604,O719078,7/5/2024,7/17/2024,London,Sydney,Returned,498.67,1927.52,12,3.865321756,0
SH844352,O515815,8/8/2025,12/24/2023,London,Dubai,Delivered,255.49,1271.96,-593,4.978511879,0
SH110935,O665705,3/18/2025,3/19/2025,Berlin,Toronto,delivered,173.23,670.14,1,3.868498528,0
SH294071,O928321,3/8/2024,1/10/2024,London,Toronto,delivered,355.62,600.38,-58,1.688262752,0
SH688045,O643653,6/2/2024,1/4/2025,New York,Dubai,Delayed,310.69,1215.94,216,3.913676011,1
SH975238,O885686,1/14/2024,3/1/2024,Mumbai,Paris,Returned,84.82,757.99,47,8.936453667,0
SH151924,O835381,12/10/2024,12/16/2024,New York,Toronto,Delivered,98.08,300.75,6,3.066374388,0
SH845106,O463403,11/15/2024,11/8/2024,London,Los Angeles,Delivered,113.73,937.39,-7,8.242240394,0
SH561399,O577056,4/28/2025,5/2/2025,Berlin,Dubai,In Transit,316.7,344.63,4,1.088190717,0
SH388073,O990927,3/2/2024,6/5/2024,Mumbai,Paris,delivered,254.49,808.74,95,3.177885182,0
SH103058,O656645,2/20/2024,8/3/2024,Cairo,Paris,delivered,352.7,1592.98,165,4.516529629,0
SH859339,O357640,3/11/2025,1/27/2025,Mumbai,Los Angeles,delivered,64.85,1394.82,-43,21.50840401,0
SH783158,O551312,8/23/2024,9/1/2024,Berlin,Dubai,In Transit,313.49,785.66,9,2.506172446,0
SH850914,O341973,5/31/2024,6/8/2024,London,Sydney,In Transit,103.84,477.02,8,4.593798151,0
SH211461,O927895,11/10/2024,7/8/2024,London,Sydney,Returned,324.33,1272.8,-125,3.92439799,0
SH749213,O507609,2/5/2025,2/12/2025,Berlin,Dubai,Delivered,495.93,32.22,7,0.064968846,0
SH637035,O391897,3/8/2024,3/16/2025,Cairo,Los Angeles,delivered,107.62,1592.58,373,14.79817878,0
SH965757,O742004,2/9/2024,2/20/2024,Cairo,Sydney,Delayed,254.49,1380.47,11,5.424456757,1
SH726294,O563150,10/2/2025,12/29/2024,London,Dubai,In Transit,387.11,999.395,-277,2.581682209,0
SH365393,O154193,4/20/2024,11/22/2024,Mumbai,Paris,Delivered,285.55,999.395,216,3.49989494,0
SH883487,O107664,3/28/2025,4/8/2025,Berlin,Dubai,Delayed,120.07,404.31,11,3.36728575,1
SH384536,O397722,8/27/2025,9/4/2025,Mumbai,Toronto,Delayed,378.53,1427.12,8,3.770163527,1
SH776138,O252215,5/9/2024,4/15/2024,New York,Sydney,Delayed,86.18,504.6,-24,5.855186818,1
SH448194,O926097,10/17/2025,8/27/2024,New York,Paris,Delivered,246.18,1986.56,-416,8.069542611,0
SH107872,O459491,11/13/2024,11/19/2024,London,Sydney,Delayed,462.3,793.63,6,1.716699113,1
SH619844,O630071,2/16/2025,11/25/2024,London,Los Angeles,Delayed,140.03,483.59,-83,3.453474256,1
SH171795,O190354,8/25/2025,9/29/2024,Mumbai,Los Angeles,Delivered,254.49,267.67,-330,1.051789854,0
SH913015,O327678,12/5/2023,12/20/2023,New York,Paris,In Transit,327.82,999.395,15,3.048608993,0
SH341880,O561624,4/26/2025,5/5/2025,Cairo,Toronto,delivered,316.6,1210.75,9,3.824226153,0
SH371871,O593736,7/11/2025,8/23/2025,London,Toronto,Returned,233.67,999.395,43,4.2769504,0
SH311088,O382911,3/24/2025,10/1/2024,Cairo,Dubai,In Transit,254.49,106.23,-174,0.417423081,0
SH991911,O598756,9/17/2025,6/22/2025,Cairo,Paris,Delivered,338.88,1189.56,-87,3.510269122,0
SH669778,O407389,10/27/2024,11/29/2024,Cairo,Sydney,Delayed,147.84,423.45,33,2.86424513,1
SH889175,O264686,7/22/2025,7/23/2025,Cairo,Sydney,Delayed,151.41,1680.41,1,11.0984083,1
SH171928,O259890,11/18/2023,11/23/2023,New York,Dubai,Returned,196.85,1072.43,5,5.447955296,0
SH375581,O486399,3/2/2025,11/12/2024,London,Dubai,Delayed,274.21,937.05,-110,3.417271434,1
SH685117,O769310,9/1/2024,10/29/2024,Cairo,Sydney,In Transit,253.96,1205.72,58,4.747676799,0
SH727243,O728705,3/26/2024,7/5/2025,New York,Los Angeles,In Transit,118.3,220.74,466,1.865934066,0
SH495203,O699772,2/6/2024,7/16/2025,Cairo,Toronto,Delayed,336.6,991.64,526,2.946048723,1
SH535274,O704862,2/9/2024,12/4/2024,London,Dubai,delivered,158.77,365.23,299,2.300371607,0
SH959278,O193027,3/8/2025,6/13/2025,New York,Dubai,Delivered,61.43,657.08,97,10.69640241,0
SH392849,O388802,12/16/2023,5/16/2025,Berlin,Toronto,Delayed,196.27,993.36,517,5.061191216,1
SH538209,O856010,8/10/2025,5/28/2024,Cairo,Paris,Delivered,341.58,863.06,-439,2.52667018,0
SH958080,O768155,12/7/2024,3/23/2025,London,Paris,In Transit,254.49,1464.79,106,5.755786082,0
SH706659,O644282,3/4/2025,10/28/2023,London,Sydney,delivered,47.98,526.83,-493,10.98020008,0
SH928023,O766780,2/9/2024,7/9/2024,Berlin,Paris,delivered,142.35,114.05,151,0.80119424,0
SH183687,O279631,7/8/2024,8/12/2025,New York,Toronto,Returned,419.02,788.48,400,1.881724023,0
SH460871,O279608,7/26/2025,8/25/2024,Berlin,Toronto,Returned,263.32,148.99,-335,0.565813459,0
SH196789,O137506,6/15/2024,11/7/2023,Berlin,Dubai,In Transit,9.39,762.91,-221,81.24707135,0
SH571126,O310107,4/17/2024,6/11/2024,London,Paris,In Transit,332.5,999.395,55,3.005699248,0
SH584685,O206499,7/11/2025,8/25/2025,London,Dubai,delivered,254.49,1789.59,45,7.032064128,0
SH461114,O679762,6/5/2024,1/3/2024,Berlin,Los Angeles,Returned,167.72,1484.22,-154,8.849391844,0
SH787237,O692890,12/9/2023,12/16/2023,New York,Sydney,Returned,246.93,389.92,7,1.579070992,0
SH355307,O973289,2/15/2024,8/20/2024,Mumbai,Paris,Delivered,168.05,1792.32,187,10.6653972,0
SH215165,O212061,1/12/2024,5/28/2025,London,Paris,In Transit,137.27,1754.09,502,12.77839295,0
SH100246,O264433,6/9/2025,12/3/2024,New York,Paris,Delivered,386.12,756.57,-188,1.959416762,0
SH415520,O117142,4/25/2024,11/2/2024,Berlin,Sydney,Delayed,442.03,1867.72,191,4.225324073,1
SH422497,O541107,12/27/2024,1/7/2025,Berlin,Dubai,Delivered,401,1321.71,11,3.296034913,0
SH212034,O775552,10/23/2024,8/27/2025,London,Paris,Delayed,299.39,407.79,308,1.362069541,1
SH436913,O738747,6/8/2024,5/18/2025,Mumbai,Dubai,Delivered,9.1,474.52,344,52.14505495,0
SH149211,O146420,12/21/2023,10/1/2025,New York,Los Angeles,delivered,20.86,396.91,650,19.02732502,0
SH961637,O563301,6/4/2024,6/7/2024,Mumbai,Dubai,delivered,458.7,1710.76,3,3.729583606,0
SH983520,O589266,10/14/2025,6/11/2025,London,Paris,Delayed,305.67,669.05,-125,2.188798377,1
SH838401,O128271,10/20/2024,11/5/2024,Cairo,Paris,delivered,120.29,594.56,16,4.942721756,0
SH595743,O546843,2/27/2025,3/3/2025,Mumbai,Dubai,Delivered,312.25,1132.91,4,3.628214572,0
SH199413,O598459,12/22/2023,6/22/2024,Mumbai,Dubai,Delivered,478.91,1779.09,183,3.714873358,0
SH189530,O290215,1/19/2024,2/6/2025,Cairo,Toronto,Delayed,254.49,327.36,384,1.286337381,1
SH578163,O235185,2/6/2024,12/19/2023,Berlin,Los Angeles,Delayed,487.4,1114.35,-49,2.286315142,1
SH840200,O798360,2/13/2024,3/10/2024,Berlin,Sydney,Returned,363.13,129.21,26,0.355822984,0
SH318493,O888530,2/28/2025,5/8/2024,Berlin,Sydney,Returned,441.64,1101.65,-296,2.494452495,0
SH541852,O464624,10/16/2024,10/31/2024,Cairo,Dubai,delivered,309.86,1378.55,15,4.448944685,0
SH412197,O422908,1/3/2025,10/15/2025,Mumbai,Toronto,Returned,394.85,1638.37,285,4.149347854,0
SH572210,O926435,1/31/2025,10/10/2024,Berlin,Los Angeles,Delayed,420.52,781,-113,1.857224389,1
SH440300,O249427,10/31/2023,11/26/2023,Berlin,Los Angeles,Delayed,123.12,999.395,26,8.11724334,1
SH641268,O294631,12/25/2023,1/13/2024,New York,Dubai,delivered,176.37,1618.68,19,9.177751318,0
SH188504,O357111,6/13/2024,1/25/2025,London,Los Angeles,Returned,481.91,999.395,226,2.073820838,0
SH502059,O881274,2/9/2024,8/14/2025,New York,Paris,Returned,52.61,12.4,552,0.235696636,0
SH532238,O346802,11/1/2024,2/11/2025,Cairo,Paris,Delivered,480.11,999.395,102,2.081595884,0
SH514202,O126145,12/8/2024,12/28/2024,Berlin,Paris,Returned,398.71,268.08,20,0.672368388,0
SH531240,O770739,9/8/2025,9/27/2025,London,Sydney,Delivered,436.25,913.18,19,2.093249284,0
SH420598,O342370,4/20/2025,4/24/2025,London,Dubai,Returned,62.01,1700.73,4,27.42670537,0
SH144347,O651420,9/21/2025,5/15/2024,Cairo,Sydney,Delayed,63.96,644.53,-494,10.07707942,1
SH870642,O805916,7/28/2024,8/25/2024,Mumbai,Toronto,delivered,365.96,995.26,28,2.71958684,0
SH805917,O644630,12/30/2023,12/12/2024,Mumbai,Paris,Delayed,50.68,1340.83,348,26.45678769,1
SH618827,O530921,4/10/2025,4/19/2025,London,Toronto,delivered,402.32,309.23,9,0.768617021,0
SH634236,O597501,7/10/2025,8/21/2024,New York,Paris,Delivered,75.17,1703.02,-323,22.65558068,0
SH486789,O769539,2/9/2024,1/19/2024,Mumbai,Dubai,Delivered,38.49,459.18,-21,11.92985191,0
SH850582,O236562,10/3/2025,5/15/2025,Cairo,Sydney,Delayed,343.68,1320.46,-141,3.842120577,1
SH922480,O707147,8/15/2024,1/3/2025,New York,Sydney,Delivered,170.79,543.54,141,3.18250483,0
SH641752,O370512,12/8/2023,7/1/2024,Cairo,Dubai,In Transit,330.73,26.47,206,0.080035074,0
SH202502,O596753,7/13/2025,3/26/2025,London,Sydney,delivered,95.04,1139.33,-109,11.98789983,0
SH150841,O361067,1/26/2025,7/26/2024,London,Sydney,delivered,254.49,1519.97,-184,5.97261189,0
SH318473,O464922,4/29/2024,1/29/2024,London,Toronto,Delivered,203.65,1113.1,-91,5.465750061,0
SH275270,O785185,5/29/2025,6/26/2024,Cairo,Los Angeles,delivered,397.27,1954.02,-337,4.918619579,0
SH920965,O797524,10/25/2024,11/9/2024,Cairo,Los Angeles,Delivered,432.51,773.6,15,1.788629165,0
SH644262,O704387,11/24/2024,1/22/2024,Berlin,Los Angeles,Returned,55.84,999.395,-307,17.89747493,0
SH335181,O618106,11/26/2024,1/31/2025,London,Toronto,In Transit,156.39,1623.02,66,10.37802929,0
SH173250,O589041,1/26/2025,6/22/2024,Berlin,Dubai,Delayed,374.84,842.45,-218,2.247492263,1
SH573674,O349913,3/2/2025,4/1/2025,Mumbai,Toronto,Delivered,76.9,1883.69,30,24.4953186,0
SH559439,O689501,7/13/2025,8/31/2025,Berlin,Paris,Returned,218.12,38.25,49,0.175362186,0
SH181726,O493341,1/28/2025,8/23/2025,Mumbai,Toronto,Delayed,396.35,1752.35,207,4.42121862,1
SH440606,O302549,10/13/2025,2/19/2025,Cairo,Sydney,Delayed,167.97,1547.35,-236,9.212061678,1
SH251125,O433252,11/7/2023,1/6/2025,Berlin,Paris,Returned,364.59,1046.93,426,2.871526921,0
SH179590,O207193,3/5/2025,7/23/2025,Mumbai,Paris,Delivered,417.74,232.1,140,0.555608752,0
SH396818,O894743,6/14/2025,6/25/2025,Cairo,Los Angeles,Delivered,108.2,1631.25,11,15.07624769,0
SH908643,O475004,1/25/2025,1/31/2025,London,Sydney,Returned,331.11,1425.75,6,4.305970825,0
SH545059,O590570,10/21/2024,6/11/2025,Cairo,Sydney,delivered,493.46,554.6,233,1.12390062,0
